,index,Unnamed: 0,card_id,city_id,merchant_category_id,merchant_id,purchase_amount,purchase_date,state_id,subsector_id,currency,carbonEmissionInGrams
213,213,213,C_ID_56eb88fdac,41,3032,M_ID_802e00aee3,620,2018-03-05 13:24:13,20,37,AUD,572612.04
214,214,214,C_ID_56eb88fdac,41,3177,M_ID_3ee65af320,263,2018-03-05 17:42:15,20,34,CAD,249369.14
215,215,215,C_ID_56eb88fdac,41,3501,M_ID_7e0d5e8d13,328,2018-03-10 08:27:51,20,19,NOK,8517.79
216,216,216,C_ID_56eb88fdac,160,5879,M_ID_f2045dd267,345,2018-03-09 22:24:39,21,7,USD,71416.29
217,217,217,C_ID_93e49567ad,158,3900,M_ID_ab35db96eb,236,2018-03-20 17:11:26,15,37,AUD,40201.49
218,218,218,C_ID_a32abb665a,116,3679,M_ID_1379ea11a9,387,2018-04-06 12:52:01,9,37,EUR,101514.68
219,219,219,C_ID_a32abb665a,69,7379,M_ID_4e5b36c71d,615,2018-03-10 12:53:46,9,37,NZD,91264.92
220,220,220,C_ID_a32abb665a,69,3845,M_ID_51757498fd,275,2018-04-08 15:46:35,9,19,EUR,72135.75
221,221,221,C_ID_a32abb665a,69,3653,M_ID_3f3084da59,287,2018-03-01 09:48:50,9,16,GBP,87539.65
222,222,222,C_ID_a32abb665a,69,3777,M_ID_c7d69fe99f,661,2018-04-07 18:54:23,9,37,CHF,156205.36
223,223,223,C_ID_a32abb665a,69,3712,M_ID_efc1f82250,489,2018-04-07 09:53:40,9,15,AUD,83298.85
224,224,224,C_ID_a32abb665a,69,5211,M_ID_c19af59534,300,2018-03-09 14:08:53,9,29,NOK,67270.67
225,225,225,C_ID_a32abb665a,69,3635,M_ID_ee392c6aef,410,2018-03-23 08:15:11,9,19,DKK,14454.43
226,226,226,C_ID_a32abb665a,69,3157,M_ID_4ca6209148,820,2018-03-11 15:48:13,9,37,GBP,1356048.98
227,227,227,C_ID_a32abb665a,69,3169,M_ID_6b46cf3cb0,406,2018-03-29 17:39:21,9,12,EUR,577407.65
228,228,228,C_ID_a32abb665a,233,3641,M_ID_c0ae0a1677,284,2018-03-18 09:03:42,9,16,USD,62599.46
229,229,229,C_ID_a32abb665a,69,5981,M_ID_df4c9c19a3,228,2018-03-21 15:12:40,9,37,RUB,645.92
230,230,230,C_ID_a32abb665a,69,3977,M_ID_855512f895,797,2018-04-07 18:23:13,9,27,CHF,188344.43
231,231,231,C_ID_a32abb665a,69,3416,M_ID_aa91fc5309,565,2018-04-01 17:43:42,9,33,GBP,180576.22
232,232,232,C_ID_a32abb665a,19,5800,M_ID_10607e48d0,908,2018-04-23 12:55:21,9,12,NZD,134745.61
233,233,233,C_ID_a32abb665a,233,5890,M_ID_2d3fda88d9,485,2018-03-18 06:15:50,9,19,NZD,71973.15
234,234,234,C_ID_a32abb665a,69,5781,M_ID_0b38a4e8b4,741,2018-03-11 19:29:05,9,37,SEK,17980.35
235,235,235,C_ID_a32abb665a,69,3144,M_ID_b346b7cec3,735,2018-03-10 12:37:23,9,19,RUB,12021.03
236,236,236,C_ID_a32abb665a,69,3539,M_ID_66fd5e43ae,883,2018-03-11 13:14:46,9,27,AUD,150414.9
237,237,237,C_ID_a32abb665a,-1,5993,M_ID_337e52525c,143,2018-04-19 12:44:30,-1,37,GBP,29394.28
238,238,238,C_ID_a32abb665a,69,3716,M_ID_1d8085cf5d,865,2018-03-23 13:49:40,9,37,CAD,151274.05
239,239,239,C_ID_a32abb665a,69,3702,M_ID_15e8fd5fb4,712,2018-04-26 22:36:58,9,37,SEK,18396.45
240,240,240,C_ID_a32abb665a,19,3719,M_ID_cb6eca4f23,193,2018-03-29 11:13:42,9,19,RUB,582.2
241,241,241,C_ID_a32abb665a,69,5785,M_ID_c394c7e8d0,266,2018-04-26 04:27:59,9,19,GBP,76195.7
242,242,242,C_ID_a32abb665a,168,3857,M_ID_1ddab5d1ad,315,2018-03-29 10:46:17,9,19,EUR,82628.23
243,243,243,C_ID_a32abb665a,69,3570,M_ID_3608da7058,585,2018-03-08 15:59:53,9,34,RUB,1764.7
244,244,244,C_ID_a32abb665a,69,3854,M_ID_61f3c50ede,625,2018-04-04 04:20:14,9,19,CHF,147697.95
245,245,245,C_ID_a32abb665a,69,3535,M_ID_abaa204a47,174,2018-04-19 06:49:18,9,9,NOK,4518.58
246,246,246,C_ID_a32abb665a,69,8211,M_ID_c355870ab2,227,2018-03-22 14:30:13,9,41,NZD,21054.0
247,247,247,C_ID_a32abb665a,69,3829,M_ID_1a88b23341,295,2018-04-14 16:21:58,9,37,USD,65024.09
248,248,248,C_ID_a32abb665a,69,3372,M_ID_5cef7348b4,839,2018-03-01 12:24:40,9,34,NZD,
249,249,249,C_ID_a32abb665a,69,7033,M_ID_819f969b83,447,2018-04-15 13:06:10,9,37,AUD,71509.48
250,250,250,C_ID_fba2b3a1cf,149,3101,M_ID_7cfb4ae4f0,117,2018-03-31 03:41:35,20,19,SEK,16389.99
251,251,251,C_ID_fba2b3a1cf,162,3283,M_ID_933f00baed,821,2018-02-10 12:20:40,20,37,AUD,758249.17
252,252,252,C_ID_fba2b3a1cf,56,26,M_ID_abf328ea92,207,2018-03-31 11:01:38,20,19,RUB,586.42
253,253,253,C_ID_fba2b3a1cf,69,3196,M_ID_6f274b9340,886,2018-03-25 22:24:19,9,22,EUR,1260057.09
254,254,254,C_ID_fba2b3a1cf,14,3082,M_ID_b4b9adc2b2,789,2018-03-29 16:57:40,20,21,RUB,12904.21
255,255,255,C_ID_fba2b3a1cf,162,3551,M_ID_8279c6f545,878,2018-02-04 17:56:49,20,33,CAD,153547.53
256,256,256,C_ID_fba2b3a1cf,162,6513,M_ID_a81d88f928,532,2018-02-09 11:21:21,20,19,AUD,85107.48
257,257,257,C_ID_fba2b3a1cf,162,4722,M_ID_009074f3ff,902,2018-03-07 20:16:58,20,33,NOK,21998.12
258,258,258,C_ID_b05b8a1bc3,143,5767,M_ID_201d070089,349,2018-03-19 18:37:31,5,15,CAD,57319.14
259,259,259,C_ID_b05b8a1bc3,143,3052,M_ID_081d167e3c,931,2018-03-26 15:44:00,5,37,NZD,797611.02
260,260,260,C_ID_b05b8a1bc3,291,7631,M_ID_9139332ccc,576,2018-03-23 20:54:44,9,7,NZD,114365.58
261,261,261,C_ID_b05b8a1bc3,143,5789,M_ID_cb00c5f86b,282,2018-03-05 09:24:58,5,19,USD,58375.05
262,262,262,C_ID_faacef6d77,69,3558,M_ID_2073148bed,185,2018-02-02 12:46:04,9,29,GBP,56428.0
263,263,263,C_ID_faacef6d77,69,3409,M_ID_40f128a2c1,783,2018-02-08 11:44:29,9,15,DKK,33965.46
264,264,264,C_ID_faacef6d77,69,3801,M_ID_d0303a314a,292,2018-02-12 15:17:21,9,19,USD,64362.82
265,265,265,C_ID_faacef6d77,69,3253,,741,2018-02-01 09:42:32,9,19,NOK,104330.17
266,266,266,C_ID_6bf003900f,69,3101,M_ID_f58e44a5ba,799,2018-04-02 18:10:04,9,29,EUR,1136326.88
267,267,267,C_ID_6bf003900f,-1,5835,M_ID_3111c6df35,706,2018-04-11 20:33:23,-1,1,SEK,17131.08
268,268,268,C_ID_6bf003900f,69,5939,M_ID_0724856457,537,2018-03-29 16:40:21,9,7,CHF,119177.61
269,269,269,C_ID_6bf003900f,69,3167,M_ID_cc72dac895,187,2018-03-29 14:06:17,9,34,GBP,309245.32
270,270,270,C_ID_6bf003900f,69,5094,M_ID_1b3e5a9b05,588,2018-03-02 18:00:10,9,27,EUR,1331823.33
271,271,271,C_ID_086fe1da99,69,3040,M_ID_3530d06b7e,874,2018-03-01 14:25:48,9,19,CAD,828702.0
272,272,272,C_ID_086fe1da99,139,3173,M_ID_cbadbaf468,654,2018-04-29 11:35:42,9,29,SEK,91615.82
273,273,273,C_ID_086fe1da99,291,3283,M_ID_aa4911efda,536,2018-03-16 17:18:16,9,16,DKK,102452.03
274,274,274,C_ID_086fe1da99,69,3230,M_ID_4414bee14f,724,2018-04-16 09:01:47,9,41,NZD,620268.93
275,275,275,C_ID_086fe1da99,69,5746,M_ID_51757498fd,521,2018-03-06 15:46:13,9,19,AUD,83347.74
276,276,276,C_ID_086fe1da99,69,3176,M_ID_8b390fb5e5,160,2018-04-14 13:19:23,9,34,EUR,227549.81
277,277,277,C_ID_086fe1da99,69,4722,M_ID_cb072feea1,796,2018-04-03 12:36:14,9,27,SEK,19314.93
278,278,278,C_ID_086fe1da99,69,5916,M_ID_9300202abb,567,2018-03-28 18:10:08,9,37,NOK,13828.09
279,279,279,C_ID_086fe1da99,69,3251,M_ID_57eb30da39,260,2018-04-26 14:52:48,9,34,EUR,369768.45
280,280,280,C_ID_086fe1da99,69,3160,M_ID_f59b1b3519,254,2018-03-15 11:28:35,9,36,CHF,325436.91
281,281,281,C_ID_086fe1da99,69,13,M_ID_aa7228ef44,670,2018-03-28 15:41:08,9,12,CAD,147738.37
282,282,282,C_ID_086fe1da99,69,3832,M_ID_940ae8552d,653,2018-04-22 06:00:27,9,19,PLN,37324.01
283,283,283,C_ID_086fe1da99,139,5882,M_ID_8dd3f2e24a,770,2018-04-29 11:54:06,9,37,DKK,25493.75
284,284,284,C_ID_086fe1da99,69,17,M_ID_ca4d18b336,828,2018-04-28 19:49:40,9,15,CHF,109745.49
285,285,285,C_ID_086fe1da99,139,5827,M_ID_07a3bc3478,826,2018-03-24 20:42:56,9,37,AUD,132140.56
286,286,286,C_ID_086fe1da99,69,5193,M_ID_679a1d99ed,922,2018-03-08 13:42:27,9,20,USD,256243.78
287,287,287,C_ID_086fe1da99,139,3360,M_ID_275a4720a0,887,2018-03-03 15:35:43,9,37,NZD,146864.11
288,288,288,C_ID_086fe1da99,69,3505,M_ID_2e7778204d,836,2018-03-17 13:09:19,9,25,USD,184271.65
289,289,289,C_ID_086fe1da99,139,5829,M_ID_cda88dd156,996,2018-03-31 06:57:43,9,21,NOK,24290.61
290,290,290,C_ID_086fe1da99,88,3031,M_ID_9957d125f9,237,2018-04-07 13:41:19,16,25,NOK,33368.76
291,291,291,C_ID_086fe1da99,291,3565,M_ID_9845307c6b,216,2018-03-16 13:59:03,9,12,SEK,5580.95
292,292,292,C_ID_086fe1da99,-1,3827,M_ID_74eba26a8d,542,2018-03-10 13:42:53,-1,22,USD,119467.98
293,293,293,C_ID_e4d60467c2,69,3549,M_ID_46b2be854a,790,2018-03-31 14:28:50,9,38,AUD,134572.79
294,294,294,C_ID_e4d60467c2,69,3007,M_ID_6a08a4cfec,452,2018-04-12 19:06:28,9,37,CAD,428573.58
295,295,295,C_ID_e4d60467c2,69,5901,M_ID_dea48d383d,610,2018-04-09 11:57:32,9,7,DKK,20196.35
296,296,296,C_ID_e4d60467c2,69,5862,M_ID_491c8d0329,230,2018-03-20 18:47:36,9,39,NOK,5609.28
297,297,297,C_ID_e4d60467c2,69,5928,M_ID_feb27d0220,679,2018-03-18 12:24:58,9,27,CHF,150691.99
298,298,298,C_ID_e4d60467c2,-1,3060,M_ID_49d4a8510e,750,2018-04-11 20:24:29,-1,11,DKK,143356.38
299,299,299,C_ID_e4d60467c2,69,3566,M_ID_680ee526bf,755,2018-04-21 13:53:12,9,37,PLN,43154.1
300,300,300,C_ID_e4d60467c2,69,3664,M_ID_7773ebe401,831,2018-03-28 15:03:10,9,34,EUR,217981.13
301,301,301,C_ID_e4d60467c2,69,5310,M_ID_0da765990b,868,2018-04-10 22:54:06,9,25,CHF,192637.18
302,302,302,C_ID_e4d60467c2,69,5013,M_ID_e9988c1859,140,2018-04-09 15:30:51,9,16,SEK,4450.83
303,303,303,C_ID_e4d60467c2,69,3890,M_ID_0da765990b,338,2018-04-10 22:54:06,9,25,AUD,57576.71
304,304,304,C_ID_e4d60467c2,48,1711,,211,2018-03-25 10:37:28,9,29,GBP,555720.95
305,305,305,C_ID_e4d60467c2,69,9753,M_ID_2637773dd2,799,2018-04-20 17:03:44,9,34,CHF,110827.41
306,306,306,C_ID_e4d60467c2,69,3654,M_ID_2da56d089d,279,2018-03-22 13:49:08,9,36,NZD,44086.64
307,307,307,C_ID_e4d60467c2,69,3268,M_ID_940fb4498f,329,2018-03-31 12:16:45,9,34,AUD,303853.81
308,308,308,C_ID_e4d60467c2,69,3374,M_ID_8457ddc5e1,960,2018-03-17 08:13:29,9,19,USD,260364.68
309,309,309,C_ID_e4d60467c2,69,5824,M_ID_e3f0c398e7,193,2018-03-16 16:13:18,9,21,AUD,30875.46
310,310,310,C_ID_e4d60467c2,69,3291,M_ID_b20045c148,438,2018-03-18 11:59:51,9,33,PLN,135733.75
311,311,311,C_ID_e4d60467c2,69,5837,M_ID_ee97dafdb2,688,2018-03-19 20:12:22,9,37,DKK,22778.84
312,312,312,C_ID_e4d60467c2,250,3079,M_ID_67272233ae,110,2018-03-18 12:29:50,9,29,DKK,21025.6
313,313,313,C_ID_6f99c8d0c7,314,3646,M_ID_ae1b718707,911,2018-03-10 15:50:40,9,34,GBP,277869.75
314,314,314,C_ID_6f99c8d0c7,69,3913,M_ID_f2c3927d45,857,2018-03-10 11:30:07,9,15,NOK,22255.32
315,315,315,C_ID_6f99c8d0c7,69,3758,M_ID_2a48197573,835,2018-04-17 17:22:22,9,21,EUR,219030.38
316,316,316,C_ID_6f99c8d0c7,314,3939,M_ID_95d34e7522,174,2018-03-10 18:37:34,9,15,NOK,4518.58
317,317,317,C_ID_c08881d71e,233,3419,M_ID_ff53680dc8,369,2017-11-13 00:00:00,9,37,CAD,67618.25
318,318,318,C_ID_c08881d71e,69,5039,M_ID_cd2c0b07e9,826,2017-11-08 19:44:13,9,17,EUR,1870894.68
319,319,319,C_ID_c08881d71e,69,5756,M_ID_237e2709e7,576,2017-10-06 15:50:09,9,27,NZD,85477.39
320,320,320,C_ID_c08881d71e,233,5754,M_ID_98b342c0e3,503,2017-11-12 00:00:00,9,37,SEK,12205.29
321,321,321,C_ID_c08881d71e,233,3036,M_ID_15614da407,547,2017-11-25 14:26:26,9,1,GBP,904583.89
322,322,322,C_ID_c08881d71e,233,3624,M_ID_f0cbb7bf64,752,2017-11-07 14:52:36,9,27,NOK,19528.59
323,323,323,C_ID_c08881d71e,69,3207,M_ID_41ee8f58b8,649,2017-10-10 10:13:34,9,37,CHF,831529.73
324,324,324,C_ID_c08881d71e,233,5864,M_ID_deda8751cf,875,2017-11-14 13:44:11,9,19,AUD,139979.4
325,325,325,C_ID_c08881d71e,233,3404,M_ID_8d7f5fe5cb,914,2017-11-07 17:09:51,9,27,SEK,24745.12
326,326,326,C_ID_c08881d71e,233,7539,M_ID_58e6eab861,473,2017-11-21 00:00:00,9,1,DKK,12180.35
327,327,327,C_ID_c08881d71e,233,5828,M_ID_726d9ef925,963,2017-11-07 15:18:35,9,27,PLN,51692.47
328,328,328,C_ID_c08881d71e,233,7012,M_ID_555f77c85b,575,2017-11-21 00:00:00,9,27,NZD,85328.99
329,329,329,C_ID_c08881d71e,233,4784,M_ID_98b342c0e3,849,2017-11-12 00:00:00,9,37,EUR,403769.76
330,330,330,C_ID_c08881d71e,233,3852,M_ID_838f6bb58b,827,2017-11-07 00:00:00,9,27,NZD,130679.77
331,331,331,C_ID_c08881d71e,233,3578,M_ID_2e3905c2c3,256,2017-11-25 14:45:42,9,27,DKK,9025.21
332,332,332,C_ID_c08881d71e,69,3851,M_ID_50f575c681,632,2017-10-26 14:57:53,9,7,USD,139305.84
333,333,333,C_ID_c08881d71e,233,5990,M_ID_86a383b554,546,2017-11-07 14:27:25,9,1,PLN,29308.51
334,334,334,C_ID_18c53fe97a,17,3355,M_ID_f211436fe0,455,2018-04-07 13:52:34,22,33,RUB,1688.83
335,335,335,C_ID_18c53fe97a,17,3079,M_ID_d76b8a2c08,644,2018-04-09 19:39:38,22,19,NOK,90672.91
336,336,336,C_ID_18c53fe97a,212,3859,M_ID_beeb1815a2,356,2018-04-30 20:12:32,4,16,PLN,20348.16
337,337,337,C_ID_18c53fe97a,17,3907,M_ID_f416f2710c,603,2018-03-05 19:58:39,22,19,PLN,34466.12
338,338,338,C_ID_18c53fe97a,17,7210,M_ID_0ebba6ef07,147,2018-04-03 10:31:43,22,12,NZD,21814.54
339,339,339,C_ID_18c53fe97a,-1,16,M_ID_445742726b,262,2018-03-04 12:10:11,-1,8,NOK,3816.07
340,340,340,C_ID_18c53fe97a,107,3231,M_ID_50b2e52eb9,808,2018-04-28 19:14:20,4,37,GBP,1336204.36
341,341,341,C_ID_18c53fe97a,-1,3074,M_ID_66b0385c20,110,2018-03-14 14:57:25,-1,16,EUR,156440.5
342,342,342,C_ID_18c53fe97a,212,1407,M_ID_735cbce64c,792,2018-04-30 17:19:39,4,2,PLN,245436.37
343,343,343,C_ID_18c53fe97a,212,3294,M_ID_e7609681b9,380,2018-04-30 16:23:24,4,37,AUD,350955.77
344,344,344,C_ID_18c53fe97a,17,3853,M_ID_aebc816995,530,2018-03-29 13:52:19,22,16,PLN,30293.61
345,345,345,C_ID_18c53fe97a,17,3301,M_ID_235fba1cce,918,2018-03-29 17:19:45,22,7,DKK,175468.21
346,346,346,C_ID_18c53fe97a,-1,5968,M_ID_acd3ab2db4,497,2018-03-02 15:32:48,-1,1,RUB,1407.99
347,347,347,C_ID_18c53fe97a,17,3826,M_ID_45e5b7ee55,614,2018-04-10 13:32:30,22,36,NOK,15944.89
348,348,348,C_ID_18c53fe97a,17,41,M_ID_02c50d7b83,211,2018-03-10 17:54:40,22,29,PLN,6606.94
349,349,349,C_ID_18c53fe97a,212,3842,M_ID_0a9633bd9f,790,2018-04-21 10:55:23,4,37,EUR,207226.35
350,350,350,C_ID_e30251715d,260,3646,M_ID_723a817add,649,2018-03-20 16:13:01,5,21,GBP,197955.51
351,351,351,C_ID_e30251715d,143,7338,M_ID_6b02b17793,969,2018-03-01 05:26:26,5,21,CHF,215052.34
352,352,352,C_ID_e30251715d,158,5231,M_ID_34712af4a1,380,2018-03-14 16:08:50,15,37,NOK,7336.77
353,353,353,C_ID_e30251715d,333,3254,M_ID_34e4b33326,588,2018-03-08 10:36:25,9,39,NOK,82788.31
354,354,354,C_ID_e30251715d,158,763,M_ID_fcac8e7263,454,2018-03-15 07:03:01,15,37,GBP,93321.7
355,355,355,C_ID_e30251715d,143,3578,M_ID_efa1109f3b,155,2018-03-09 06:18:45,5,20,RUB,467.57
356,356,356,C_ID_e30251715d,143,5747,M_ID_c2f216395d,332,2018-03-09 12:16:08,5,19,PLN,17821.29
357,357,357,C_ID_e30251715d,158,5722,M_ID_deb43ff012,338,2018-03-14 13:02:42,15,37,CAD,74273.7
358,358,358,C_ID_e30251715d,69,3810,M_ID_00a6ca8a8a,596,2018-04-23 09:39:01,9,29,CHF,140844.77
359,359,359,C_ID_e30251715d,143,5841,M_ID_0eea9dff51,466,2018-04-03 16:03:15,5,19,USD,96463.74
360,360,360,C_ID_e30251715d,150,5844,M_ID_8aa0c9cf81,347,2018-04-23 19:00:23,5,19,AUD,55511.83
361,361,361,C_ID_e30251715d,150,3429,M_ID_357c160060,705,2018-04-30 16:20:56,5,21,EUR,193774.31
362,362,362,C_ID_af99e70f6a,107,5877,M_ID_0c820c2f93,495,2018-03-12 11:45:02,4,21,AUD,79188.35
363,363,363,C_ID_af99e70f6a,107,3227,M_ID_07295dca12,532,2018-03-12 14:48:18,4,21,EUR,756603.13
364,364,364,C_ID_af99e70f6a,107,7911,M_ID_8f94e1c324,217,2018-03-10 12:59:49,4,19,CAD,16004.86
365,365,365,C_ID_bb43f4f97a,19,5855,M_ID_197731df92,627,2018-03-25 10:17:52,9,33,NZD,93045.7
366,366,366,C_ID_bb43f4f97a,19,3606,M_ID_ae21baafb2,411,2018-03-25 07:32:16,9,27,NZD,64944.84
367,367,367,C_ID_bb43f4f97a,291,5854,,343,2018-03-10 09:23:56,9,34,NZD,50900.6
368,368,368,C_ID_bb43f4f97a,69,5892,M_ID_a92ac9a3da,551,2018-04-09 18:10:28,9,16,NZD,81767.43
369,369,369,C_ID_bb43f4f97a,291,5192,M_ID_29d04f2408,804,2018-04-30 22:15:09,9,33,NZD,119312.19
370,370,370,C_ID_bb43f4f97a,69,3993,M_ID_6c3db570df,194,2018-04-30 14:26:57,9,31,PLN,11088.6
371,371,371,C_ID_bb43f4f97a,231,5199,M_ID_ab8ade3afc,794,2018-03-19 09:58:38,9,34,DKK,26288.36
372,372,372,C_ID_bb43f4f97a,291,3970,M_ID_527d03530f,447,2018-03-08 18:26:30,9,16,AUD,76144.35
373,373,373,C_ID_bb43f4f97a,291,5965,M_ID_4cd0ebdcdb,883,2018-04-28 20:27:19,9,37,AUD,141259.22
374,374,374,C_ID_44ffea4679,-1,3084,M_ID_7ac7572e30,457,2018-03-30 08:33:36,-1,16,EUR,649939.15
375,375,375,C_ID_44ffea4679,126,3215,M_ID_50c5ac33b1,680,2018-04-03 21:25:57,4,16,AUD,628026.11
376,376,376,C_ID_44ffea4679,-1,3895,M_ID_8872b4ee88,375,2018-03-02 13:40:06,-1,10,EUR,98366.94
377,377,377,C_ID_44ffea4679,291,3824,M_ID_9139332ccc,754,2018-03-27 12:32:33,9,7,USD,166197.16
378,378,378,C_ID_1c8decd066,110,3131,M_ID_95368c1185,772,2018-03-20 12:37:33,16,38,RUB,12626.17
379,379,379,C_ID_1c8decd066,110,6536,M_ID_c8b15d0aa6,542,2018-03-07 14:15:04,16,27,USD,112196.02
380,380,380,C_ID_1c8decd066,110,6532,M_ID_ecd3ca6150,858,2018-03-20 16:14:12,16,27,AUD,137259.8
381,381,381,C_ID_c239d2062e,87,5941,M_ID_d112d554f3,699,2018-03-10 17:34:37,11,37,GBP,200228.55
382,382,382,C_ID_c239d2062e,87,5911,M_ID_861b82e721,619,2018-04-11 14:59:40,11,37,NOK,15096.27
383,383,383,C_ID_c239d2062e,87,3133,M_ID_59764e8cb1,783,2018-03-29 06:47:05,11,21,CAD,742418.38
384,384,384,C_ID_c239d2062e,87,5099,M_ID_4e48f6262c,754,2018-04-11 16:24:00,11,29,USD,1435076.33
385,385,385,C_ID_c239d2062e,87,3639,M_ID_b3555e21fb,616,2018-03-16 10:39:26,11,21,GBP,187889.98
386,386,386,C_ID_c239d2062e,87,5972,M_ID_d37ac37d03,779,2018-04-06 15:13:35,11,29,CAD,127941.58
387,387,387,C_ID_c239d2062e,322,5915,M_ID_7e2d9e34e5,973,2018-04-18 20:30:41,11,31,EUR,239693.71
388,388,388,C_ID_c239d2062e,87,3417,M_ID_ade14a020c,318,2018-03-09 13:34:30,11,37,DKK,11747.18
389,389,389,C_ID_c239d2062e,87,5900,M_ID_c57ffd03ac,544,2018-03-09 16:31:11,11,37,SEK,13200.15
390,390,390,C_ID_c239d2062e,87,5745,M_ID_fd026f8044,687,2018-04-24 13:28:13,11,19,RUB,1946.25
391,391,391,C_ID_c239d2062e,87,3610,M_ID_41ee26c370,317,2018-04-13 10:42:25,11,19,RUB,956.26
392,392,392,C_ID_c239d2062e,69,3677,M_ID_725a60d404,190,2018-03-17 12:59:29,9,33,PLN,10859.97
393,393,393,C_ID_c239d2062e,87,3924,M_ID_142feb0474,373,2018-04-04 14:12:24,11,34,GBP,113771.04
394,394,394,C_ID_c239d2062e,87,3059,M_ID_abfd684b6b,719,2018-03-29 11:10:16,11,15,RUB,11759.35
395,395,395,C_ID_c239d2062e,87,3089,M_ID_ed9b6dc435,151,2018-03-10 11:34:56,11,27,NOK,21260.26
396,396,396,C_ID_c239d2062e,322,3433,M_ID_9e69eaedc5,619,2018-03-31 10:48:59,11,32,DKK,22866.36
397,397,397,C_ID_cb2269c52d,69,5970,M_ID_50f575c681,841,2018-03-18 20:49:41,9,7,CAD,138124.35
398,398,398,C_ID_cb2269c52d,19,5960,M_ID_f484f2ea9b,536,2018-04-07 16:38:41,9,33,SEK,13006.03
399,399,399,C_ID_cb2269c52d,213,3928,M_ID_d855771cd9,554,2018-04-12 09:06:40,9,37,RUB,1671.19
400,400,400,C_ID_cb2269c52d,213,5752,M_ID_f5d1c355e5,667,2018-04-12 19:25:08,9,33,RUB,1889.59
401,401,401,C_ID_cb2269c52d,213,4111,M_ID_98b342c0e3,730,2018-04-19 10:11:22,9,37,RUB,2767.0
402,402,402,C_ID_cb2269c52d,213,3983,M_ID_6972fc7624,579,2018-04-26 14:36:11,9,38,NZD,91491.64
403,403,403,C_ID_cb2269c52d,213,3223,M_ID_10e9bd3431,967,2018-03-16 17:12:58,9,39,NOK,136150.16
404,404,404,C_ID_cb2269c52d,19,3975,M_ID_f949fd0d7e,300,2018-04-07 19:55:12,9,19,AUD,51103.59
405,405,405,C_ID_cb2269c52d,69,3582,M_ID_fc534199d0,441,2018-04-17 18:27:16,9,26,USD,97205.5
406,406,406,C_ID_cb2269c52d,69,3951,M_ID_0da765990b,429,2018-03-20 13:03:24,9,25,EUR,112531.78
407,407,407,C_ID_cb2269c52d,213,3052,M_ID_7947036d34,407,2018-03-11 18:57:37,9,33,USD,486390.71
408,408,408,C_ID_cb2269c52d,213,3224,M_ID_edf2d6d455,488,2018-04-28 12:39:21,9,21,EUR,694026.93
409,409,409,C_ID_cb2269c52d,-1,3037,M_ID_325802d97f,789,2018-03-15 12:22:28,-1,25,USD,942904.84
410,410,410,C_ID_cb2269c52d,213,5868,M_ID_59f6ac5d37,892,2018-03-09 14:26:28,9,27,NZD,132371.24
411,411,411,C_ID_cb2269c52d,213,3159,M_ID_e46e39e1ed,598,2018-03-29 17:12:05,9,27,NOK,84196.28
412,412,412,C_ID_cb2269c52d,213,8021,M_ID_c907964e21,467,2018-03-23 17:23:02,9,21,NZD,25346.56
413,413,413,C_ID_cb2269c52d,213,3955,M_ID_89c8146abf,254,2018-03-10 15:22:05,9,21,RUB,766.21
414,414,414,C_ID_cb2269c52d,213,5832,M_ID_7e4d5a9717,722,2018-03-24 14:47:42,9,27,PLN,38755.94
415,415,415,C_ID_cb2269c52d,69,5806,M_ID_0da765990b,649,2018-03-20 13:03:24,9,25,AUD,103824.72
416,416,416,C_ID_cb2269c52d,213,3705,M_ID_87b061ed61,793,2018-03-16 21:14:54,9,37,AUD,135083.82
417,417,417,C_ID_cb2269c52d,19,7375,M_ID_9af0270dc3,561,2018-04-07 10:31:56,9,25,RUB,1589.29
418,418,418,C_ID_cb2269c52d,19,3782,M_ID_5bd467276c,920,2018-04-07 13:30:37,9,37,DKK,32434.33
419,419,419,C_ID_cb2269c52d,213,3020,M_ID_ca0ed3b5a8,840,2018-03-24 11:31:08,9,32,PLN,260311.3
420,420,420,C_ID_cb2269c52d,213,3555,M_ID_c0573072a6,481,2018-04-06 21:46:59,9,33,EUR,126171.99
421,421,421,C_ID_cb2269c52d,213,3225,M_ID_96c711a80c,207,2018-03-24 20:00:39,9,19,AUD,191178.54
422,422,422,C_ID_cb2269c52d,-1,3626,M_ID_00a6ca8a8a,224,2018-04-13 22:45:34,-1,29,NOK,5817.03
423,423,423,C_ID_0cb8b21999,87,4119,M_ID_d5dfdc5cce,811,2018-03-20 12:33:40,11,37,RUB,2563.46
424,424,424,C_ID_0cb8b21999,87,3109,M_ID_3ab95aaf88,198,2018-03-17 20:29:26,11,29,CHF,253687.04
425,425,425,C_ID_0cb8b21999,158,5111,M_ID_35c141603a,495,2018-03-14 08:52:00,15,1,AUD,79188.35
426,426,426,C_ID_0cb8b21999,87,5875,M_ID_bdfffb985c,277,2018-03-21 13:03:36,11,12,GBP,79346.65
427,427,427,C_ID_0cb8b21999,87,3226,M_ID_831c0c89d8,770,2018-03-20 12:41:34,11,29,RUB,12593.46
428,428,428,C_ID_0cb8b21999,87,3919,M_ID_9b0dbc6dc1,735,2018-03-15 20:45:41,11,37,AUD,125203.8
429,429,429,C_ID_0cb8b21999,87,5862,M_ID_b7969705ba,429,2018-03-20 10:40:36,11,27,RUB,1215.34
